author_name	lastname	forename	person_ID	faculty	institution	institution_long
von Podewils S	NaN	NaN	FIS_3585	Universitätsmedizin Greifswald	Hautkrankheiten	Klinik und Poliklinik für Hautkrankheiten
Napp M	Napp	Matthias	FIS_1345	Universitätsmedizin Greifswald	Unfallchirurgie	Klinik und Poliklinik für Unfall-, Wiederherstellungschirurgie und Rehabilitative Medizin
Gümbel D	NaN	NaN	FIS_27620	Universitätsmedizin Greifswald	Unfallchirurgie	Klinik und Poliklinik für Unfall-, Wiederherstellungschirurgie und Rehabilitative Medizin
von Woedtke T	von Woedtke	Thomas	FIS_31450	Universitätsmedizin Greifswald	Hygiene und Umweltmedizin	Institut für Hygiene und Umweltmedizin
Haase H	NaN	NaN	FIS_43803	Mathematisch-Naturwissenschaftliche Fakultät	Mathematik und Informatik	Institut für Mathematik und Informatik / AG Stochastik-Fraktale
Wolke C	Wolke	Carmen	FIS_1868	Universitätsmedizin Greifswald	Mediz. Biochemie und Molekularbiologie	Institut für Medizinische Biochemie und Molekularbiologie
Lendeckel U	Lendeckel	Uwe	FIS_2249	Universitätsmedizin Greifswald	Mediz. Biochemie und Molekularbiologie	Institut für Medizinische Biochemie und Molekularbiologie
Meisel P	Meisel	Peter	FIS_410	Universitätsmedizin Greifswald	Zahn-, Mund- und Kieferheilkunde	Zentrum für Zahn-, Mund- und Kieferheilkunde / Poliklinik für Zahnerhaltung,Parodontologie, Endodontologie; Präventive Zahnmedizin und Kinderzahnheilkunde
Holtfreter B	Holtfreter	Birte	FIS_1575	Universitätsmedizin Greifswald	Zahn-, Mund- und Kieferheilkunde	Zentrum für Zahn-, Mund- und Kieferheilkunde / Poliklinik für Zahnerhaltung,Parodontologie, Endodontologie; Präventive Zahnmedizin und Kinderzahnheilkunde
Kocher T	NaN	NaN	FIS_2185	Universitätsmedizin Greifswald	Zahn-, Mund- und Kieferheilkunde	Zentrum für Zahn-, Mund- und Kieferheilkunde / Poliklinik für Zahnerhaltung,Parodontologie, Endodontologie; Präventive Zahnmedizin und Kinderzahnheilkunde
Zhan Y	NaN	NaN	FIS_27913	Universitätsmedizin Greifswald	Zahn-, Mund- und Kieferheilkunde	Zentrum für Zahn-, Mund- und Kieferheilkunde / Poliklinik für Zahnerhaltung,Parodontologie, Endodontologie; Präventive Zahnmedizin und Kinderzahnheilkunde
Schützhold S	NaN	NaN	FIS_27966	Universitätsmedizin Greifswald	Zahn-, Mund- und Kieferheilkunde	Zentrum für Zahn-, Mund- und Kieferheilkunde / Poliklinik für Zahnerhaltung,Parodontologie, Endodontologie; Präventive Zahnmedizin und Kinderzahnheilkunde
Böttcher K	Schmidt	Kerstin	FIS_1251	Universitätsmedizin Greifswald	Pharmakologie	Institut für Pharmakologie / Abt. Allgemeine Pharmakologie
Steiner T	NaN	NaN	FIS_20396	Universitätsmedizin Greifswald	Pharmakologie	Institut für Pharmakologie / Abt. Allgemeine Pharmakologie
Fluhr G	NaN	NaN	FIS_1544	Universitätsmedizin Greifswald	Innere Medizin	Zentrum für Innere Medizin / Klinik für Innere Medizin A
Scheiber J	NaN	NaN	FIS_2125	Universitätsmedizin Greifswald	Innere Medizin	Zentrum für Innere Medizin / Klinik für Innere Medizin A
Sendler M	Sendler	Matthias	FIS_2303	Universitätsmedizin Greifswald	Innere Medizin	Zentrum für Innere Medizin / Klinik für Innere Medizin A
Schick V	NaN	NaN	FIS_48202	Universitätsmedizin Greifswald	Innere Medizin	Zentrum für Innere Medizin / Klinik für Innere Medizin A
Omercevic A	NaN	NaN	FIS_48207	Universitätsmedizin Greifswald	Innere Medizin	Zentrum für Innere Medizin / Klinik für Innere Medizin A
Brandt C	NaN	NaN	FIS_48208	Universitätsmedizin Greifswald	Innere Medizin	Zentrum für Innere Medizin / Klinik für Innere Medizin A
Busch R	NaN	NaN	FIS_1755	Universitätsmedizin Greifswald	Innere Medizin	Zentrum für Innere Medizin / Klinik für Innere Medizin B
Strohbach A	NaN	NaN	FIS_2015	Universitätsmedizin Greifswald	Innere Medizin	Zentrum für Innere Medizin / Klinik für Innere Medizin B
Thevs N	NaN	NaN	FIS_35211	Mathematisch-Naturwissenschaftliche Fakultät	Botanik	Institut für Botanik und Landschaftsökologie / AG Landschaftsökologie und Ökosystemdynamik
Beckmann V	Beckmann	Volker	FIS_53679	Rechts- und Staatswissenschaftliche Fakultät	Wiwi	Fachbereich Wirtschaftswissenschaften / LS für AVWL und Landschaftsökonomie
Khaw A	NaN	NaN	FIS_615	Universitätsmedizin Greifswald	Neurologie	Klinik und Poliklinik für Neurologie
Depke M	Depke	Maren	FIS_1035	Universitätsmedizin Greifswald	Genetik und Funktionelle Genomforschung	Interfakultäres Institut für Genetik und Funktionelle Genomforschung / Abt. Funktionelle Genomforschung
Hildebrandt P	Hildebrandt	Petra	FIS_1391	Universitätsmedizin Greifswald	Genetik und Funktionelle Genomforschung	Interfakultäres Institut für Genetik und Funktionelle Genomforschung / Abt. Funktionelle Genomforschung
Schmidt F	NaN	NaN	FIS_1834	Universitätsmedizin Greifswald	Genetik und Funktionelle Genomforschung	Interfakultäres Institut für Genetik und Funktionelle Genomforschung / Abt. Funktionelle Genomforschung
Jehmlich N	NaN	NaN	FIS_2095	Universitätsmedizin Greifswald	Genetik und Funktionelle Genomforschung	Interfakultäres Institut für Genetik und Funktionelle Genomforschung / Abt. Funktionelle Genomforschung
Michalik S	Michalik	Stephan	FIS_25114	Universitätsmedizin Greifswald	Genetik und Funktionelle Genomforschung	Interfakultäres Institut für Genetik und Funktionelle Genomforschung / Abt. Funktionelle Genomforschung
Surmann K	Surmann	Kristin	FIS_49792	Universitätsmedizin Greifswald	Genetik und Funktionelle Genomforschung	Interfakultäres Institut für Genetik und Funktionelle Genomforschung / Abt. Funktionelle Genomforschung
von Bohlen und Halbach O	von Bohlen und Halbach	Oliver	FIS_2250	Universitätsmedizin Greifswald	Anatomie	Institut für Anatomie und Zellbiologie
Freund M	NaN	NaN	FIS_29096	Universitätsmedizin Greifswald	Anatomie	Institut für Anatomie und Zellbiologie
Rumpel E	NaN	NaN	FIS_776	Universitätsmedizin Greifswald	Anatomie	Institut für Anatomie und Zellbiologie
Endlich N	Endlich	Nicole	FIS_1382	Universitätsmedizin Greifswald	Anatomie	Institut für Anatomie und Zellbiologie
Endlich K	Endlich	Karl-Hans	FIS_2246	Universitätsmedizin Greifswald	Anatomie	Institut für Anatomie und Zellbiologie
Wegner H	NaN	NaN	FIS_3089	Universitätsmedizin Greifswald	Anatomie	Institut für Anatomie und Zellbiologie
Kotb A	NaN	NaN	FIS_24978	Universitätsmedizin Greifswald	Anatomie	Institut für Anatomie und Zellbiologie
Simon O	NaN	NaN	FIS_68842	Universitätsmedizin Greifswald	Anatomie	Institut für Anatomie und Zellbiologie
Ehlert K	Ehlert	Karoline	FIS_45910	Universitätsmedizin Greifswald	Kinder- und Jugendmedizin	Zentrum für Kinder- und Jugendmedizin / Klinik und Poliklinik für Kinder- und Jugendmedizin / Pädiatrische Onkologie und Hämatologie
Mundt T	Mundt	Torsten	FIS_272	Universitätsmedizin Greifswald	Zahn-, Mund- und Kieferheilkunde	Zentrum für Zahn-, Mund- und Kieferheilkunde / Poliklinik für Zahnärztliche Prothetik, Alterszahnheilkunde und Medizinische Werkstoffkunde
Schwahn C	Schwahn	Christian	FIS_653	Universitätsmedizin Greifswald	Zahn-, Mund- und Kieferheilkunde	Zentrum für Zahn-, Mund- und Kieferheilkunde / Poliklinik für Zahnärztliche Prothetik, Alterszahnheilkunde und Medizinische Werkstoffkunde
Biffar R	Biffar	Reiner	FIS_2193	Universitätsmedizin Greifswald	Zahn-, Mund- und Kieferheilkunde	Zentrum für Zahn-, Mund- und Kieferheilkunde / Poliklinik für Zahnärztliche Prothetik, Alterszahnheilkunde und Medizinische Werkstoffkunde
Schumann M	NaN	NaN	FIS_25123	Universitätsmedizin Greifswald	Community Medicine	Institut für Community Medicine / Abt. Versorgungsepidemiologie und Community Health
Gebauer A	NaN	NaN	FIS_31358	Universitätsmedizin Greifswald	Community Medicine	Institut für Community Medicine / Abt. Versorgungsepidemiologie und Community Health
Schmidt S	Schmidt-Schuchert	Silke	FIS_44971	Mathematisch-Naturwissenschaftliche Fakultät	Psychologie	Institut für Psychologie / AG Gesundheit und Prävention
Muehlan H	Mühlan-Rehmer	Holger	FIS_44980	Mathematisch-Naturwissenschaftliche Fakultät	Psychologie	Institut für Psychologie / AG Gesundheit und Prävention
Kuecuekbalaban P	NaN	NaN	FIS_45089	Mathematisch-Naturwissenschaftliche Fakultät	Psychologie	Institut für Psychologie / AG Gesundheit und Prävention
Otto A	NaN	NaN	FIS_32634	Mathematisch-Naturwissenschaftliche Fakultät	Mikrobiologie	Institut für Mikrobiologie / Ehemalige Abteilung Mikrobenphysiologie & Molekularbiologie
Becher D	Becher	Dörte	FIS_32435	Mathematisch-Naturwissenschaftliche Fakultät	Mikrobiologie	Institut für Mikrobiologie / Abteilung Mikrobielle Proteomics
Domin M	Domin	Martin	FIS_1292	Universitätsmedizin Greifswald	Radiologie	Zentrum für Radiologie / Institut für Diagnostische Radiologie und Neuroradiologie
Bernhardt O	Bernhardt	Olaf	FIS_274	Universitätsmedizin Greifswald	Zahn-, Mund- und Kieferheilkunde	Zentrum für Zahn-, Mund- und Kieferheilkunde / Poliklinik für Zahnerhaltung,Parodontologie, Endodontologie; Präventive Zahnmedizin und Kinderzahnheilkunde
Schipf S	Schipf	Sabine	FIS_1592	Universitätsmedizin Greifswald	Community Medicine	Institut für Community Medicine / Abt. SHIP KEF
Kehl D	Kehl	Doris	FIS_44978	Mathematisch-Naturwissenschaftliche Fakultät	Psychologie	Institut für Psychologie / AG Gesundheit und Prävention
Knuth D	NaN	NaN	FIS_44984	Mathematisch-Naturwissenschaftliche Fakultät	Psychologie	Institut für Psychologie / AG Gesundheit und Prävention
Seifert J	NaN	NaN	FIS_10043	Universitätsmedizin Greifswald	Unfallchirurgie	Klinik und Poliklinik für Unfall-, Wiederherstellungschirurgie und Rehabilitative Medizin
Grabe H	Grabe	Hans-Jürgen	FIS_23350	Universitätsmedizin Greifswald	Psychiatrie und Psychotherapie	Klinik und Poliklinik für Psychiatrie und Psychotherapie
Baumeister S	Baumeister	Sebastian Edgar	FIS_1063	Universitätsmedizin Greifswald	Community Medicine	Institut für Community Medicine / Abt. SHIP KEF
Santamaria Sanchez R	Santamaria Sanchez	Ruth	FIS_27424	Universitätsmedizin Greifswald	Zahn-, Mund- und Kieferheilkunde	Zentrum für Zahn-, Mund- und Kieferheilkunde / Poliklinik für Zahnerhaltung,Parodontologie, Endodontologie; Präventive Zahnmedizin und Kinderzahnheilkunde
Hosemann W	NaN	NaN	FIS_2225	Universitätsmedizin Greifswald	HNO	Klinik und Poliklinik für Hals-Nasen-Ohrenkrankheiten, Kopf- und Halschirurgie
Krauel K	NaN	NaN	FIS_2100	Universitätsmedizin Greifswald	Immunologie und Transfusionsmedizin	Institut für Immunologie und Transfusionsmedizin / Abt. Transfusionsmedizin
Delcea M	Delcea	Mihaela	FIS_73154	Universitätsmedizin Greifswald	Immunologie und Transfusionsmedizin	Institut für Immunologie und Transfusionsmedizin / Abt. Transfusionsmedizin
Medvidov M	NaN	NaN	FIS_24973	Universitätsmedizin Greifswald	Immunologie und Transfusionsmedizin	Institut für Immunologie und Transfusionsmedizin / Abt. Transfusionsmedizin
Palankar R	NaN	NaN	FIS_26965	Universitätsmedizin Greifswald	Immunologie und Transfusionsmedizin	Institut für Immunologie und Transfusionsmedizin / Abt. Transfusionsmedizin
Schulzke C	Schulzke	Carola	FIS_45170	Mathematisch-Naturwissenschaftliche Fakultät	Biochemie	Institut für Biochemie / AG Bioanorganische Chemie
Hammer E	Hammer	Elke	FIS_1184	Universitätsmedizin Greifswald	Genetik und Funktionelle Genomforschung	Interfakultäres Institut für Genetik und Funktionelle Genomforschung / Abt. Funktionelle Genomforschung
Sappa P	NaN	NaN	FIS_1852	Universitätsmedizin Greifswald	Genetik und Funktionelle Genomforschung	Interfakultäres Institut für Genetik und Funktionelle Genomforschung / Abt. Funktionelle Genomforschung
Iuga C	NaN	NaN	FIS_25902	Universitätsmedizin Greifswald	Genetik und Funktionelle Genomforschung	Interfakultäres Institut für Genetik und Funktionelle Genomforschung / Abt. Funktionelle Genomforschung
Dressel A	Dressel	Alexander	FIS_663	Universitätsmedizin Greifswald	Neurologie	Klinik und Poliklinik für Neurologie
Vogelgesang A	Vogelgesang	Antje	FIS_847	Universitätsmedizin Greifswald	Neurologie	Klinik und Poliklinik für Neurologie
Schulze J	Schulze	Juliane	FIS_31343	Universitätsmedizin Greifswald	Neurologie	Klinik und Poliklinik für Neurologie
Chenot J	Chenot	Jean-Francois	FIS_21763	Universitätsmedizin Greifswald	Community Medicine	Institut für Community Medicine / Abt. Allgemeinmedizin
Zygmunt M	Zygmunt	Marek Tadeusz	FIS_2320	Universitätsmedizin Greifswald	Frauenheilkunde und Geburtshilfe	Klinik und Poliklinik für Frauenheilkunde und Geburtshilfe
Jensen C	NaN	NaN	FIS_47250	Universitätsmedizin Greifswald	Frauenheilkunde und Geburtshilfe	Klinik und Poliklinik für Frauenheilkunde und Geburtshilfe
Muzzio D	Muzzio	Damian Oscar	FIS_47682	Universitätsmedizin Greifswald	Frauenheilkunde und Geburtshilfe	Klinik und Poliklinik für Frauenheilkunde und Geburtshilfe
Zimmermann U	Zimmermann	Uwe	FIS_342	Universitätsmedizin Greifswald	Urologie	Klinik und Poliklinik für Urologie
Kröger N	Kröger	Nils	FIS_21761	Universitätsmedizin Greifswald	Urologie	Klinik und Poliklinik für Urologie
Fredrich D	Fredrich	Daniel	FIS_1761	Universitätsmedizin Greifswald	Community Medicine	Institut für Community Medicine / Abt. Versorgungsepidemiologie und Community Health
Teipel S	NaN	NaN	FIS_21789	Universitätsmedizin Greifswald	Neurodegenerative Erkrankungen	Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock
Hertel J	Hertel	Johannes	FIS_49796	Universitätsmedizin Greifswald	Neurodegenerative Erkrankungen	Deutsches Zentrum für Neurodegenerative Erkrankungen Rostock / Greifswald Teilstandort Greifswald
Holtfreter S	Holtfreter	Silva	FIS_1538	Universitätsmedizin Greifswald	Immunologie und Transfusionsmedizin	Institut für Immunologie und Transfusionsmedizin / Abt. Medizinische Immunologie
Hecker M	NaN	NaN	FIS_32979	Mathematisch-Naturwissenschaftliche Fakultät	Mikrobiologie	Institut für Mikrobiologie / Ehemalige Abteilung Mikrobenphysiologie & Molekularbiologie
Petri E	Petri	Eckhard	FIS_2317	Universitätsmedizin Greifswald	Frauenheilkunde und Geburtshilfe	Klinik und Poliklinik für Frauenheilkunde und Geburtshilfe
Below H	NaN	NaN	FIS_249	Universitätsmedizin Greifswald	Hygiene und Umweltmedizin	Institut für Hygiene und Umweltmedizin
Roschka S	Roschka	Sybille	FIS_115627	Universitätsmedizin Greifswald	Radiologie	Zentrum für Radiologie / Institut für Diagnostische Radiologie und Neuroradiologie
Hegenscheid K	Hegenscheid	Katrin	FIS_1418	Universitätsmedizin Greifswald	Radiologie	Zentrum für Radiologie / Institut für Diagnostische Radiologie und Neuroradiologie
Appel K	Appel	Katja	FIS_964	Universitätsmedizin Greifswald	Psychiatrie und Psychotherapie	Klinik und Poliklinik für Psychiatrie und Psychotherapie
Wittfeld K	Wittfeld	Katharina Constanze	FIS_3623	Universitätsmedizin Greifswald	Neurodegenerative Erkrankungen	Deutsches Zentrum für Neurodegenerative Erkrankungen Rostock / Greifswald Teilstandort Greifswald
Partecke L	Partecke	Lars Ivo	FIS_1208	Universitätsmedizin Greifswald	Chirurgie	Klinik und Poliklinik für Chirurgie / Abt. für Allgemeine Chirurgie, Viszeral-, Thorax und Gefäßchirurgie
Keßler W	Kessler	Wolfram	FIS_1222	Universitätsmedizin Greifswald	Chirurgie	Klinik und Poliklinik für Chirurgie / Abt. für Allgemeine Chirurgie, Viszeral-, Thorax und Gefäßchirurgie
Diedrich S	Diedrich	Stephan	FIS_1565	Universitätsmedizin Greifswald	Chirurgie	Klinik und Poliklinik für Chirurgie / Abt. für Allgemeine Chirurgie, Viszeral-, Thorax und Gefäßchirurgie
Müller A	Müller	Anja	FIS_30896	Universitätsmedizin Greifswald	Chirurgie	Klinik und Poliklinik für Chirurgie / Abt. für Allgemeine Chirurgie, Viszeral-, Thorax und Gefäßchirurgie
Gaida B	Gaida	Bernadette	FIS_29	Universitätsmedizin Greifswald	Neurologie	Klinik und Poliklinik für Neurologie
Kessler C	Kessler	Christof	FIS_2212	Universitätsmedizin Greifswald	Neurologie	Klinik und Poliklinik für Neurologie
Gkalympoudis S	NaN	NaN	FIS_27894	Universitätsmedizin Greifswald	Humangenetik	Institut für Humangenetik
Petersmann A	Petersmann	Astrid	FIS_1432	Universitätsmedizin Greifswald	Klinische Chemie und Laboratoriumsmedizin	Institut für Klinische Chemie und Laboratoriumsmedizin
Lemke U	NaN	NaN	FIS_21333	Universitätsmedizin Greifswald	Psychiatrie und Psychotherapie	Klinik und Poliklinik für Psychiatrie und Psychotherapie
Ohlinger R	Ohlinger	Ralf	FIS_250	Universitätsmedizin Greifswald	Frauenheilkunde und Geburtshilfe	Klinik und Poliklinik für Frauenheilkunde und Geburtshilfe
Köhler G	Köhler	Günter	FIS_2072	Universitätsmedizin Greifswald	Frauenheilkunde und Geburtshilfe	Klinik und Poliklinik für Frauenheilkunde und Geburtshilfe
Trojnarska D	NaN	NaN	FIS_28701	Universitätsmedizin Greifswald	Frauenheilkunde und Geburtshilfe	Klinik und Poliklinik für Frauenheilkunde und Geburtshilfe
Evert K	Evert	Katja	FIS_1890	Universitätsmedizin Greifswald	Pathologie	Institut für Pathologie
Reinke Y	NaN	NaN	FIS_2009	Universitätsmedizin Greifswald	Innere Medizin	Zentrum für Innere Medizin / Klinik für Innere Medizin B
Nießner F	NaN	NaN	FIS_1516	Universitätsmedizin Greifswald	Pathologie	Institut für Pathologie
Lüdemann J	Lüdemann	Jan	FIS_220	Universitätsmedizin Greifswald	Klinische Chemie und Laboratoriumsmedizin	Institut für Klinische Chemie und Laboratoriumsmedizin
Landsberger M	Landsberger	Martin	FIS_646	Universitätsmedizin Greifswald	Pathophysiologie	Institut für Pathophysiologie
Brinkmeier H	Brinkmeier	Heinrich	FIS_2236	Universitätsmedizin Greifswald	Pathophysiologie	Institut für Pathophysiologie
Dittmann K	NaN	NaN	FIS_1789	Universitätsmedizin Greifswald	Hygiene und Umweltmedizin	Institut für Hygiene und Umweltmedizin
Rettig R	NaN	NaN	FIS_2201	Universitätsmedizin Greifswald	Physiologie	Institut für Physiologie
Hannemann A	Hannemann	Anke	FIS_1878	Universitätsmedizin Greifswald	Klinische Chemie und Laboratoriumsmedizin	Institut für Klinische Chemie und Laboratoriumsmedizin
Spielhagen C	NaN	NaN	FIS_861	Universitätsmedizin Greifswald	Klinische Chemie und Laboratoriumsmedizin	Institut für Klinische Chemie und Laboratoriumsmedizin
Radke D	Radke	Dörte	FIS_1698	Universitätsmedizin Greifswald	Community Medicine	Institut für Community Medicine / Abt. SHIP KEF
Koch C	NaN	NaN	FIS_2061	Universitätsmedizin Greifswald	HNO	Klinik und Poliklinik für Hals-Nasen-Ohrenkrankheiten, Kopf- und Halschirurgie
Lorenz A	NaN	NaN	FIS_27892	Universitätsmedizin Greifswald	HNO	Klinik und Poliklinik für Hals-Nasen-Ohrenkrankheiten, Kopf- und Halschirurgie
Thamm P	NaN	NaN	FIS_1261	Universitätsmedizin Greifswald	Radiologie	Zentrum für Radiologie / Institut für Diagnostische Radiologie und Neuroradiologie
Koban I	NaN	NaN	FIS_1705	Universitätsmedizin Greifswald	Zahn-, Mund- und Kieferheilkunde	Zentrum für Zahn-, Mund- und Kieferheilkunde / Poliklinik für Zahnerhaltung,Parodontologie, Endodontologie; Präventive Zahnmedizin und Kinderzahnheilkunde
